position,artist,track,album,shelf_artist,shelf_album,disc,track_number,duration_ms,spotify_track_uri
343,Pink Floyd,"Another Brick in the Wall, Pt. 2",A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,4,228586,spotify:track:2ibGIe8DYlkDtjP3F9OKcQ
344,Pink Floyd,Have a Cigar,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,5,307440,spotify:track:2PckqJRF0ITX8bd9rwbS3i
345,Pink Floyd,Wish You Were Here,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,6,304200,spotify:track:0GqGrPWhmiRX9BU93AYFOW
346,Pink Floyd,Time,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,7,381120,spotify:track:6VBlrr91NGpZyhAD6yoCMf
347,Pink Floyd,The Great Gig in the Sky,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,8,284026,spotify:track:2jHxxx4cpKlHFtNID6RGbs
348,Pink Floyd,Money,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,9,393626,spotify:track:6uPL2Ue1sJKc5tWOrZP3K6
349,Pink Floyd,Comfortably Numb,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,10,379213,spotify:track:4l6Ap5aEYHcWrS8lmR0Ji8
350,Pink Floyd,High Hopes,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,11,415093,spotify:track:1sprwwKwSoNB6zxxaYGhWf
351,Pink Floyd,Learning to Fly,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,12,290120,spotify:track:19RuRbqAdfzpxDemqFImCo
352,Pink Floyd,The Fletcher Memorial Home,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,13,251373,spotify:track:78zvLYCdjEUkCo1eAzSHSg
353,Pink Floyd,Shine On You Crazy Diamond (Pts. 1-5),A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,14,665600,spotify:track:7cGibfzlcrlE7b4Sfotyos
354,Pink Floyd,Brain Damage,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,15,225826,spotify:track:1ARuBQQanRmhqgUcombg3g
355,Pink Floyd,Eclipse,A Foot in the Door: The Best of Pink Floyd,Pink Floyd,A Foot in the Door - The Best of Pink Floyd,1,16,114093,spotify:track:0qeWe2cEpQ7OeBXEJhtb6H
356,Simon & Garfunkel,Mrs. Robinson - Single Mix,Greatest Hits,Simon & Garfunkel,Greatest Hits,1,1,234415,spotify:track:0gFvkiT2afIcJwNxXQ7W51
357,Simon & Garfunkel,"For Emily, Whenever I May Find Her - Live in St. Louis, MO - November 1969",Greatest Hits,Simon & Garfunkel,Greatest Hits,1,2,145178,spotify:track:0R0Ef3xXCpHLzwwhXX39kq
358,Simon & Garfunkel,The Boxer,Greatest Hits,Simon & Garfunkel,Greatest Hits,1,3,314241,spotify:track:1p8TPFkrsvD9seiArGuJit
359,Simon & Garfunkel,"The 59th Street Bridge Song (Feelin' Groovy) - Live at Carnegie Hall, New York, NY - July 1970",Greatest Hits,Simon & Garfunkel,Greatest Hits,1,4,110216,spotify:track:44fnvfSbCXm5KYmqOqbKbd
360,Simon & Garfunkel,The Sounds of Silence,Greatest Hits,Simon & Garfunkel,Greatest Hits,1,5,187023,spotify:track:3CepTOU9Y7FezTt0CF3lCw
361,Simon & Garfunkel,I Am a Rock,Greatest Hits,Simon & Garfunkel,Greatest Hits,1,6,170023,spotify:track:468JIW2rzqxUZNLr6XDREm
362,Simon & Garfunkel,Scarborough Fair / Canticle,Greatest Hits,Simon & Garfunkel,Greatest Hits,1,7,190092,spotify:track:1eUtfbmI6Qq7Oj6okQ2ktT
363,Simon & Garfunkel,"Homeward Bound - Live at Carnegie Hall, New York, NY - July 1970",Greatest Hits,Simon & Garfunkel,Greatest Hits,1,8,162176,spotify:track:43YpUClE4buEkjheXxysB4
364,Simon & Garfunkel,Bridge Over Troubled Water,Greatest Hits,Simon & Garfunkel,Greatest Hits,1,9,295324,spotify:track:16hJH6jYU1FfWyiEXNOLIs
365,Simon & Garfunkel,America - Single Mix,Greatest Hits,Simon & Garfunkel,Greatest Hits,1,10,213538,spotify:track:15sIOTp0L1brTdF4AQJNSX
366,Simon & Garfunkel,"Kathy's Song - Live in St. Louis, MO - November 1969",Greatest Hits,Simon & Garfunkel,Greatest Hits,1,11,201695,spotify:track:5smCwRoRNqX4vAqSkICJ5D
367,Simon & Garfunkel,El Condor Pasa (If I Could),Greatest Hits,Simon & Garfunkel,Greatest Hits,1,12,189213,spotify:track:5C1EGEgKwZVcD9sXQWUIRT
368,Simon & Garfunkel,Bookends - Single Mix,Greatest Hits,Simon & Garfunkel,Greatest Hits,1,13,80414,spotify:track:0aJHJqOZ54kNU0EaRyFn9G
369,Simon & Garfunkel,Cecilia - Single Mix,Greatest Hits,Simon & Garfunkel,Greatest Hits,1,14,169328,spotify:track:2Fom6AIwPsRd76evrN3fRk
370,De Palmas,Comme ça,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,1,264866,spotify:track:31olQkuzkllEb9OZXMyzNq
371,De Palmas,Les Lois de la nature,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,2,295360,spotify:track:3xddRRLceNQJ3JpbH5tS2O
372,De Palmas,La Seule qui sait,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,3,247666,spotify:track:7qAcAGiOaMWGyClVaZQjYW
373,De Palmas,Mary Jane,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,4,246906,spotify:track:6Vxu7Ut9VG02qfmnvtlOa0
374,De Palmas,Ma sirène,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,5,255826,spotify:track:7mIx6PyvGkAhouWpiIw2Pw
375,De Palmas,Johnny and Joe,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,6,255200,spotify:track:66bVTrnYc1ecdSk1l5NUWA
376,De Palmas,Donneurs de leçons,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,7,249773,spotify:track:2lb0MLaojr03SY5Doxvszr
377,De Palmas,La Plaine,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,8,291800,spotify:track:6j1g6dZ0mRpoJN9cptT9Nj
378,De Palmas,Laisse moi te dire,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,9,238200,spotify:track:5mgtxZxAbUd4MY069qgIUV
379,De Palmas,Six heures,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,10,264600,spotify:track:3ZiYh8HXKSNV1F578YWIQV
380,De Palmas,Rester calme,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,11,225960,spotify:track:6WhIzPdnJnHYEIqF1IVSwf
381,De Palmas,... Comme ça,Les Lois De La Nature,De Palmas,Les Lois de la Nature,1,12,187106,spotify:track:59VvVry3c6DjDvt8RN5TWz
382,De Palmas,Une seule vie (Marcher dans le sable),Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,1,186013,spotify:track:0c7ppMQFvEFnt1cpxUSH56
383,De Palmas,J'en rêve encore - Radio Edit,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,2,240986,spotify:track:07aWTEpDmPPCx5XkqhRHfH
384,De Palmas,Tomber,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,3,202360,spotify:track:0n86BLnKqrgCGY1cpvKDzf
385,De Palmas,Regarde-moi bien en face,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,4,201093,spotify:track:77NKoQaunytbD0keGuVviS
386,De Palmas,Tellement,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,5,228880,spotify:track:0MfGEbVYkCmugSV6ARBgYn
387,De Palmas,Tu finiras toute seule,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,6,215653,spotify:track:7fgnAnxlpUqWLxJp5MWXor
388,De Palmas,Rien à faire ensemble,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,7,218293,spotify:track:2POKQ4jLu4K9WPMaR6YZx7
389,De Palmas,Déjà,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,8,199160,spotify:track:6ocOzsnSKoHIwN6owztLQ3
390,De Palmas,Je te pardonne,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,9,185146,spotify:track:3lKhi9gTksBbRKA9ZnyVOV
391,De Palmas,Le gouffre,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,10,157880,spotify:track:5DpNM5CZukWIhqdKjoGvFX
392,De Palmas,Trop tard,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,11,215373,spotify:track:46rKawd2yswzRt6ZklOpnG
393,De Palmas,Si tu veux / Regarde moi bien en face,Marcher Dans Le Sable,De Palmas,Marcher dans le sable,1,12,286586,spotify:track:0I6YUBjtFyAMiBItfd6II0
394,Faith Hill,This Kiss,Country's Greatest Hits,Various,Country's Greatest Hits,1,1,194866,spotify:track:498HCZmJerlzih0VzMxCGe
395,Zach Bryan,Something in the Orange,Country's Greatest Hits,Various,Country's Greatest Hits,1,2,228013,spotify:track:6WUlfGciShh1ar5MatJsYb
396,"Bebe Rexha, Florida Georgia Line",Meant to Be,Country's Greatest Hits,Various,Country's Greatest Hits,1,3,164640,spotify:track:5Y5gtNh17wYwKtLhlG3FrI
397,Blake Shelton,God’s Country,Country's Greatest Hits,Various,Country's Greatest Hits,1,4,204800,spotify:track:10JCxCVGERF8dG5X8KxGeW
398,The Highwomen,Crowded Table,Country's Greatest Hits,Various,Country's Greatest Hits,1,5,209906,spotify:track:7m2MyoDbCD60BVwS5zO9zT
399,Kenny Chesney,Get Along,Country's Greatest Hits,Various,Country's Greatest Hits,1,6,199625,spotify:track:4hw8RXjVWVnFBCRz0sXAYX
400,Willie Nelson,Whiskey River,Country's Greatest Hits,Various,Country's Greatest Hits,1,7,247239,spotify:track:3I41bhEmeyjzv9IXdioUSg
401,"Dan + Shay, Justin Bieber","10,000 Hours",Country's Greatest Hits,Various,Country's Greatest Hits,1,8,167693,spotify:track:4aE5uWEPZhk5qgdxa2TVT3
402,Randy Travis,"Forever and Ever, Amen",Country's Greatest Hits,Various,Country's Greatest Hits,1,9,213226,spotify:track:7mY3tMaXWE5T10T8omjXNr
403,Bailey Zimmerman,Rock and a Hard Place,Country's Greatest Hits,Various,Country's Greatest Hits,1,10,207540,spotify:track:5hvOvu9yadMCVmoWg6GEsx
404,"Emmylou Harris, Dolly Parton, Linda Rondstadt",To Know Him Is to Love Him,Country's Greatest Hits,Various,Country's Greatest Hits,1,11,229893,spotify:track:6Ut62glIUv7gJVW3Y8Rae4
405,Cole Swindell,She Had Me at Heads Carolina,Country's Greatest Hits,Various,Country's Greatest Hits,1,12,206106,spotify:track:5ux8V5eV25gWMwunewjvIX
406,Travis Tritt,T-R-O-U-B-L-E,Country's Greatest Hits,Various,Country's Greatest Hits,1,13,181240,spotify:track:6HejjCuQ9uyIeUKKc1zTUF
407,"Ingrid Andress, Sam Hunt",Wishful Drinking,Country's Greatest Hits,Various,Country's Greatest Hits,1,14,194544,spotify:track:3SmwOxXayf2oShLmilHGQf
408,Hunter Hayes,Wanted,Country's Greatest Hits,Various,Country's Greatest Hits,1,15,228840,spotify:track:12u3eEf6Z77FZNFIbroASN
409,Eddie Rabbitt,I Love a Rainy Night,Country's Greatest Hits,Various,Country's Greatest Hits,1,16,190533,spotify:track:096JivnkUdss6FVE8p2uCV
410,"Gabby Barrett, Charlie Puth",I Hope,Country's Greatest Hits,Various,Country's Greatest Hits,1,17,211605,spotify:track:36uTCYgGFqLvwNwON5AKjp
411,"Kid Rock, Sheryl Crow",Picture,Country's Greatest Hits,Various,Country's Greatest Hits,1,18,298960,spotify:track:54RQ2HDYfyYNAJnQqpiQ6D
412,Chad Brock,Yes!,Country's Greatest Hits,Various,Country's Greatest Hits,1,19,203173,spotify:track:7Ixz4UNA8WgSy8LbkoDhAX
413,Cody Johnson,’Til You Can’t,Country's Greatest Hits,Various,Country's Greatest Hits,1,20,224213,spotify:track:3k2hlExhLk8G7l06EkQj6V
414,James Otto,Just Got Started Lovin’ You,Country's Greatest Hits,Various,Country's Greatest Hits,1,21,234640,spotify:track:0OYek6FqaETCdKXvbK7oUt
415,Michael Ray,Think a Little Less,Country's Greatest Hits,Various,Country's Greatest Hits,1,22,176986,spotify:track:3u3ZioiJYWAausnCQMxnbo
416,"BRELAND, Keith Urban",Throw It Back,Country's Greatest Hits,Various,Country's Greatest Hits,1,23,188936,spotify:track:1ZElTvkMu91fOvnzc3bDnN
417,George Jones,Choices,Country's Greatest Hits,Various,Country's Greatest Hits,1,24,206213,spotify:track:3wFXcU3j4cywtOtzMq9vv9
418,Ashley McBryde,One Night Standards,Country's Greatest Hits,Various,Country's Greatest Hits,1,25,190973,spotify:track:2vL3tj0OwqDaSZP8BiSeAW
419,John Michael Montgomery,Sold (The Grundy County Auction Incident),Country's Greatest Hits,Various,Country's Greatest Hits,1,26,151506,spotify:track:04XRXLznx9LaNVuS2m4Jyv
420,High Valley,Grew Up on That,Country's Greatest Hits,Various,Country's Greatest Hits,1,27,172066,spotify:track:0gfCxAFxQAtHBTV792Zzht
421,Uncle Kracker,Follow Me,Country's Greatest Hits,Various,Country's Greatest Hits,1,28,218439,spotify:track:2HFYPYRJkzGR3Ijf2kR43j
422,Big & Rich,Save a Horse (Ride a Cowboy),Country's Greatest Hits,Various,Country's Greatest Hits,1,29,200306,spotify:track:5RUNo23GgirCES3EBiYH5s
423,Edwin McCain,I’ll Be,Country's Greatest Hits,Various,Country's Greatest Hits,1,30,266533,spotify:track:2WoorYT9NyM8s6mXjYvglp
424,Frankie Ballard,Sunshine & Whiskey,Country's Greatest Hits,Various,Country's Greatest Hits,1,31,182400,spotify:track:3o4qpYYuIKFwLYvFTjSPgD
425,The Georgia Satellites,Keep Your Hands to Yourself,Country's Greatest Hits,Various,Country's Greatest Hits,1,32,207093,spotify:track:30lN9yXll57bQ9qK5rOfvj
426,"Ian Munsick, Cody Johnson",Long Live Cowgirls,Country's Greatest Hits,Various,Country's Greatest Hits,1,33,184746,spotify:track:6xYIhZtioC6kcO5Yx7a63c
427,Tracy Lawrence,Time Marches On,Country's Greatest Hits,Various,Country's Greatest Hits,1,34,185360,spotify:track:3cJ4AoggkvjoGZ51D0RVgU
428,Kris Kristofferson,Me and Bobby McGee,Country's Greatest Hits,Various,Country's Greatest Hits,1,35,273066,spotify:track:3euP8N3lqEr19Z2r2QQM5p
429,Neal McCoy,Wink,Country's Greatest Hits,Various,Country's Greatest Hits,1,36,162466,spotify:track:0vVxjhkoc6ewpGcFLHqxI3
430,Kenny Rogers,Love Is Strange,Country's Greatest Hits,Various,Country's Greatest Hits,1,37,208106,spotify:track:5KjZ5S2tcm3oPwUVAqzYoD
431,Tyler Braden,Try Losing One,Country's Greatest Hits,Various,Country's Greatest Hits,1,38,219640,spotify:track:2sDdvWPj01p3DyHURR7dip
432,Confederate Railroad,Trashy Women,Country's Greatest Hits,Various,Country's Greatest Hits,1,39,195706,spotify:track:38dssGnSAvyyhaOBQRdGmo
433,Gloriana,(Kissed You) Good Night,Country's Greatest Hits,Various,Country's Greatest Hits,1,40,232903,spotify:track:6QzpDzOP5MzP92poR4V3mK
434,Warren Zeiders,Ride the Lightning - 717 Tapes,Country's Greatest Hits,Various,Country's Greatest Hits,1,41,186458,spotify:track:3D9sLafFpak60wJcudvzpA
435,Highway 101,"Whiskey, If You Were a Woman",Country's Greatest Hits,Various,Country's Greatest Hits,1,42,183733,spotify:track:0AZG0h7a6yTshvTtaQxDMc
436,Mason Ramsey,Famous,Country's Greatest Hits,Various,Country's Greatest Hits,1,43,192520,spotify:track:3AfIrziwXCbBIU3sJtXz42
437,Emmylou Harris,Boulder to Birmingham,Country's Greatest Hits,Various,Country's Greatest Hits,1,44,213026,spotify:track:4WSWYJkZtGhGC4rvha0gmr
438,"Brandi Carlile, Lucius",You and Me on the Rock,Country's Greatest Hits,Various,Country's Greatest Hits,1,45,230098,spotify:track:3SE0j3sf762TnofbLQaPFD
439,Ricky Skaggs,Cats in the Cradle,Country's Greatest Hits,Various,Country's Greatest Hits,1,46,239413,spotify:track:7uu2kuM9Pk0NC8zsQiFSRi
440,Morgan Evans,Kiss Somebody,Country's Greatest Hits,Various,Country's Greatest Hits,1,47,213183,spotify:track:5oFyWOrZDc25cJQwMuvwMS
441,Carlene Carter,Every Little Thing,Country's Greatest Hits,Various,Country's Greatest Hits,1,48,194386,spotify:track:7rtdE46TA16RtoQ6MpI5Oo
442,"Bebe Rexha, Dolly Parton",Seasons,Country's Greatest Hits,Various,Country's Greatest Hits,1,49,203427,spotify:track:08CLFJNlxBfxsi4hOj5sr6
443,Linda Ronstadt,Desperado,Country's Greatest Hits,Various,Country's Greatest Hits,1,50,212093,spotify:track:0NDQNlAEY26eW3O39Dhkje
444,RaeLynn,Love Triangle,Country's Greatest Hits,Various,Country's Greatest Hits,1,51,225626,spotify:track:1gdzAvuSxiktlTznAYlj1O
445,Son Volt,Windfall - 2015 Remaster,Country's Greatest Hits,Various,Country's Greatest Hits,1,52,179520,spotify:track:14OREeaHcfoLfhoR9e4EPg
446,Brandy Clark,Who You Thought I Was,Country's Greatest Hits,Various,Country's Greatest Hits,1,53,189173,spotify:track:1Zo2xcjySzOsxKc3R5wIFs
447,David Ball,Thinkin' Problem,Country's Greatest Hits,Various,Country's Greatest Hits,1,54,181133,spotify:track:5iXD81zE9toYt3EMMCXQRI
448,Jessie James Decker,Should Have Known Better,Country's Greatest Hits,Various,Country's Greatest Hits,1,55,147706,spotify:track:7n7ALIR8NUY5gKShlpYVsI
449,Chris Janson,Buy Me a Boat,Country's Greatest Hits,Various,Country's Greatest Hits,1,56,179077,spotify:track:3LhpY4UFgzWEFGrAgGtob8
450,Sam Barber,Straight and Narrow,Country's Greatest Hits,Various,Country's Greatest Hits,1,57,199874,spotify:track:5LgJht8iOJTlaJ9YJSj9GC
451,Kevin Sharp,Nobody Knows,Country's Greatest Hits,Various,Country's Greatest Hits,1,58,206426,spotify:track:4zKFUyDmwor4urrP0NWJra
452,Brett Eldredge,Drunk on Your Love,Country's Greatest Hits,Various,Country's Greatest Hits,1,59,173960,spotify:track:2HlzIJS41ZaNHrgateekRw
453,Bonnie Raitt,Angel from Montgomery,Country's Greatest Hits,Various,Country's Greatest Hits,1,60,239240,spotify:track:7bLtmWtGYd2ktXMNuO2rj7
454,Jana Kramer,I Got the Boy,Country's Greatest Hits,Various,Country's Greatest Hits,1,61,201013,spotify:track:6oLw3Aui91YA38cLw63PlH
455,Michael Peterson,"Drink, Swear, Steal & Lie",Country's Greatest Hits,Various,Country's Greatest Hits,1,62,182306,spotify:track:6FHeTpfYWorMs2XlURqq0t
456,The Wreckers,Leave the Pieces,Country's Greatest Hits,Various,Country's Greatest Hits,1,63,211533,spotify:track:3HdVqiosyxFSX9VM8Encsf
457,Hootie & The Blowfish,Let Her Cry,Country's Greatest Hits,Various,Country's Greatest Hits,1,64,318533,spotify:track:43ehuhjJnkD6nMdl2LOgNc
458,Devin Dawson,All on Me,Country's Greatest Hits,Various,Country's Greatest Hits,1,65,224626,spotify:track:5tCMONX9LnyiERgd0xSyRz
459,Clay Walker,If I Could Make a Living,Country's Greatest Hits,Various,Country's Greatest Hits,1,66,134373,spotify:track:5d4sdyoNN0SF5ssn7pC4RG
460,Sturgill Simpson,Brace for Impact - Live a Little,Country's Greatest Hits,Various,Country's Greatest Hits,1,67,349266,spotify:track:0Hgbqv5F3lSCMRrmIAPE0B
461,Johnny Lee,Lookin’ for Love,Country's Greatest Hits,Various,Country's Greatest Hits,1,68,218426,spotify:track:3M4oTjohCX3t752nA61MJv
462,William Michael Morgan,I Met a Girl,Country's Greatest Hits,Various,Country's Greatest Hits,1,69,201533,spotify:track:6K8qCen1C7fxnobSI0ScXE
463,Bryan White,God Gave Me You,Country's Greatest Hits,Various,Country's Greatest Hits,1,70,245813,spotify:track:6FfuHloyukuOyYaviiFwid
464,Drew Parker,While You’re Gone,Country's Greatest Hits,Various,Country's Greatest Hits,1,71,226901,spotify:track:26VO0GjsVvPpa1ebUV3aPO
465,Beth Nielsen Chapman,All I Have,Country's Greatest Hits,Various,Country's Greatest Hits,1,72,256733,spotify:track:4Xq2fhWroDCUQpvjIN7KSu
466,Ryan Kinder,Close,Country's Greatest Hits,Various,Country's Greatest Hits,1,73,178026,spotify:track:3pWvidZcdBSJaRMgsF9MPG
467,Blue Rodeo,Lost Together,Country's Greatest Hits,Various,Country's Greatest Hits,1,74,314760,spotify:track:2gg7ogNxt1a51kkIWyrrK0
468,Trick Pony,Pour Me,Country's Greatest Hits,Various,Country's Greatest Hits,1,75,172000,spotify:track:4hb9Z2gMcyPfqfrK9UPlCg
469,Bob Dylan,Blowin' in the Wind,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,1,167080,spotify:track:6KjqfAk6vLV5V8eOPz8EhH
470,Bob Dylan,"Don't Think Twice, It's All Right",The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,2,218880,spotify:track:2FkV114Mb11BmeofzLh0Bm
471,Bob Dylan,The Times They Are A-Changin',The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,3,192360,spotify:track:6iRSSZhqpXdlgqujwlwaHN
472,Bob Dylan,It Ain't Me Babe,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,4,214160,spotify:track:6sdDsPbTlSoOhGuAfaAa2g
473,Bob Dylan,Maggie's Farm,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,5,235253,spotify:track:39nuNc4A9G3GlEdfYhgVWb
474,Bob Dylan,Mr. Tambourine Man,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,6,326293,spotify:track:2dpQqMMQws3xjAX4bKD9Rg
475,Bob Dylan,Subterranean Homesick Blues,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,7,138426,spotify:track:3Il1IasyFUv0xQBWMf8Zyj
476,Bob Dylan,Like a Rolling Stone,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,8,368186,spotify:track:0B9sqt7YauXB73705BNaSG
477,Bob Dylan,Positively 4th Street - Single Version,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,9,247866,spotify:track:4heMx0OAwfILu13Lf0VbBM
478,Bob Dylan,Just Like a Woman,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,10,291026,spotify:track:6l6eyGlgcw37iiC9bNan4a
479,Bob Dylan,Rainy Day Women #12 & 35,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,11,274640,spotify:track:2qIuxQHD26zJybIVmGivBp
480,Bob Dylan,All Along the Watchtower,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,12,151293,spotify:track:5qimtvhKqwoYOcUWifL7jr
481,Bob Dylan,Quinn the Eskimo (The Mighty Quinn) - Studio Outtake - 1967,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,13,137360,spotify:track:1bJWuhMwww0TV6M6QhFYOQ
482,Bob Dylan,I'll Be Your Baby Tonight,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,14,159546,spotify:track:6W5E1eMRmZlyo6XT7vi405
483,Bob Dylan,"Lay, Lady, Lay",The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,15,198400,spotify:track:1yRxcHJsRMmQOZ7tZtXwo9
484,Bob Dylan,If Not for You,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,1,16,160560,spotify:track:6PdFfVd6m29FDDL9jnnEE8
485,Bob Dylan,I Shall Be Released - Studio Outtake - 1971,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,1,182160,spotify:track:5vyw005QQ42hrzrLxb3xEX
486,Bob Dylan,You Ain't Goin' Nowhere - Studio Outtake - 1971,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,2,164320,spotify:track:4KmjzHcjcCxmNNBW2MmVf8
487,Bob Dylan,Knockin' On Heaven's Door,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,3,149960,spotify:track:0JlOwlHslZuwK97jySyZuc
488,Bob Dylan,Forever Young - Slow Version,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,4,295733,spotify:track:0xx4xX4IBocqmocyziPOXK
489,Bob Dylan,Tangled up in Blue,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,5,341080,spotify:track:6fuUldGZAvAYG54LqqyfU7
490,Bob Dylan,Hurricane,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,6,512960,spotify:track:6ieJmQcWsZ6s554o78VReb
491,Bob Dylan,Ring Them Bells,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,7,180920,spotify:track:5lji9HaUXBrswktaRck6G0
492,Bob Dylan,Gotta Serve Somebody,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,8,324533,spotify:track:6bkjEfMgCx1RQjjZdaeNSa
493,Bob Dylan,Jokerman,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,9,375840,spotify:track:3grPU5H08MzkdwPOjiBVkU
494,Bob Dylan,Not Dark Yet,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,10,388160,spotify:track:0IFfrFeXFt0sO36KaFtL3b
495,Bob Dylan,Things Have Changed - Single Version,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,11,308120,spotify:track:6HE0fZLrv0YMd7X4uvzYot
496,Bob Dylan,Make You Feel My Love,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,12,211426,spotify:track:7gE8GLzhlyg8ZOrvrUoAkU
497,Bob Dylan,Mississippi,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,13,320746,spotify:track:0UcMglEALbJ2gRZn7BODqR
498,Bob Dylan,Beyond Here Lies Nothin' (Explicit),The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,14,230533,spotify:track:77bJCYMKH5HWY5vtGn1sfe
499,Bob Dylan,Duquesne Whistle,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,15,343186,spotify:track:5vSMGfjMlxDeMa8VE8kJXE
500,Bob Dylan,When the Deal Goes Down,The Essential Bob Dylan,Bob Dylan,The Real... Bob Dylan,2,16,300960,spotify:track:0OsuFxMDOoFhvZMFv3Xw3M
501,Alicia Keys,"Intro Alicia's Prayer (Acappella) - Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005",Unplugged,Alicia Keys,Unplugged,1,1,71760,spotify:track:0WsTC9cdexSxgjoW4NlwTW
502,Alicia Keys,"Karma - Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005",Unplugged,Alicia Keys,Unplugged,1,2,130266,spotify:track:1uCZq3hBa2ZTxOn18lkp2I
503,Alicia Keys,"Heartburn - Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005",Unplugged,Alicia Keys,Unplugged,1,3,183440,spotify:track:0aIdmsQsG22oMaw5G3CLFo
504,Alicia Keys,"A Woman's Worth - Unplugged Live at the Brooklyn Academy of Music, Brooklyn, NY - July 2005",Unplugged,Alicia Keys,Unplugged,1,4,210600,spotify:track:2KxLC0zzzCvJ5xg9dZPnA2
